etanolhidratado,ac,LR,0.35222171790368834,45.45454545454545,-41.41803385799949,"583.071267, 550.307726, 582.532804, 588.102969, 615.777331, 512.535675, 448.876072, 406.074335, 469.163209, 639.642120, 461.054001, 410.726895"
etanolhidratado,ac,kNN,0.3353823253776553,36.36363636363637,-39.252928290313335,"471.404257, 554.238223, 556.981378, 561.124836, 677.507791, 641.383910, 636.005690, 562.065861, 540.126075, 501.709908, 426.463498, 370.504270"
etanolhidratado,ac,XGB,0.3528528905390374,54.54545454545455,-40.453484378379315,"515.224060, 518.044495, 556.429138, 488.213318, 657.821838, 564.468506, 608.218018, 502.733521, 521.380981, 537.631531, 484.812103, 416.087006"
etanolhidratado,ac,SVR,0.352109429654657,36.36363636363637,-41.093257463879674,"530.660049, 545.681872, 587.776776, 591.460878, 627.264314, 565.590747, 489.269867, 405.992904, 439.889628, 537.617322, 521.090789, 460.318083"
etanolhidratado,ac,RF,0.3435233777268715,36.36363636363637,-38.763589674236975,"504.981859, 499.998151, 517.208361, 518.097373, 599.772780, 574.328081, 577.322029, 548.077213, 578.845137, 568.572724, 569.265160, 495.402669"
etanolhidratado,ac,MLP,0.3508941760810748,45.45454545454545,-41.36952552667657,"574.940003, 561.611071, 575.443587, 580.367976, 638.477711, 504.563355, 447.050424, 417.065519, 473.750821, 600.793025, 495.903486, 403.087480"
etanolhidratado,al,LR,0.39415513275826514,54.54545454545455,-4.0735674587359885,"6171.227099, 8527.349257, 8263.948901, 7860.489939, 5974.697268, 3739.123651, 3223.735696, 3251.645037, 4562.513340, 4616.988677, 5750.703810, 4530.108597"
etanolhidratado,al,kNN,0.45818705118915104,36.36363636363637,0.9891133233116569,"4770.877932, 5733.904899, 8114.615223, 9095.099809, 9042.676418, 7209.483203, 6334.474279, 4620.962036, 3780.172805, 3241.690906, 3882.230311, 4154.544450"
etanolhidratado,al,XGB,0.4200631289496772,36.36363636363637,-0.6057971105107979,"5434.613281, 6876.323242, 8312.915039, 8824.503906, 7116.652344, 6574.134277, 6145.656738, 4081.755371, 1666.099854, 3669.071777, 5444.359375, 4729.448730"
etanolhidratado,al,SVR,0.4101686663737689,54.54545454545455,-3.937796803395303,"6012.648620, 7837.732412, 8666.834555, 8348.061825, 6225.531414, 4559.373757, 3188.320581, 2748.134031, 3855.927559, 4544.497273, 5335.687510, 5243.864448"
etanolhidratado,al,RF,0.44914627036479476,36.36363636363637,-4.3275899028271825,"5554.542788, 5849.219207, 6362.741513, 7506.435796, 8867.175412, 8022.748197, 7178.691800, 4111.898848, 2463.478582, 3019.233243, 3348.993646, 4011.346566"
etanolhidratado,al,MLP,0.397565147486394,54.54545454545455,-3.978042484377675,"6249.603570, 8232.853991, 8530.738521, 8171.566615, 5725.090394, 3708.927844, 3085.619008, 2914.692659, 4539.071336, 5106.831398, 5474.566248, 4799.164025"
etanolhidratado,am,LR,0.2815006494462458,54.54545454545455,-28.74795839964555,"14455.824035, 11792.030544, 12810.399563, 12623.338262, 11551.840519, 9592.562640, 8142.808028, 7856.430632, 9230.505353, 9520.243318, 9638.647077, 8610.473936"
etanolhidratado,am,kNN,0.2663326593671563,45.45454545454545,-26.02699546291449,"10839.055224, 11194.848265, 13930.746428, 13817.376772, 13874.778710, 12821.264889, 12322.117816, 9517.509349, 7401.221716, 8075.667872, 8605.762776, 8229.745451"
etanolhidratado,am,XGB,0.29071253751640486,63.63636363636363,-26.295071089906802,"10943.927734, 10827.100586, 12212.853516, 14863.087891, 14569.093750, 12235.124023, 11007.526367, 8130.130859, 8297.856445, 9060.709961, 8879.610352, 9129.674805"
