PRODUCT,UF,MODEL,PARAMETERS,GRANU,INFO,CLASS,MAPE,POCID,PBE,MASE1,MASE2,MASE3,MASE4,MASE5,RRMSE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60
gasolinadeaviacao,pr,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.3866,47.45763,-27.65545,0.3987,1.3542,1.1921,1.2358,1.3111,0.35569,333.31802,326.32532,390.42496,382.26685,370.61237,382.26685,367.116,346.13794,349.63428,364.7851,381.10138,368.28143,382.18616,343.6169,383.35492,377.51108,396.2113,365.82343,368.16095,389.19873,368.16095,409.06772,392.70502,375.17355,434.22638,434.22638,423.72092,385.2008,420.21912,375.86264,393.37177,429.55728,391.0372,384.03357,400.3754,423.72092,355.11407,405.344,393.66266,372.63617,466.08722,400.67145,374.9724,398.3352,428.7068,390.15823,399.50333,394.83078,352.41656,376.84143,318.6869,358.232,331.4809,382.65692,408.2449,336.1333,364.04745,395.45093,383.82,333.8071
gasolinadeaviacao,rj,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.89866,47.45763,-64.38644,3.769,2.7117,1.8132,2.3419,1.3516,0.54033,147.28098,136.92175,140.07455,150.43376,140.07455,131.51695,132.41776,142.77696,131.06656,134.66975,138.27295,136.92175,162.53719,146.06082,147.39673,144.72488,149.62326,149.17796,146.50612,149.17796,143.83426,155.85757,160.31064,146.95143,150.5721,144.4263,148.37717,155.40094,170.76544,167.25356,158.47385,161.10776,161.98573,155.40094,166.81458,143.98732,164.63135,147.21005,162.01816,128.91768,150.6943,135.45067,149.38771,150.6943,145.03238,136.75726,139.806,143.72578,120.33142,118.60004,148.03363,125.09274,129.42122,129.85406,124.22704,126.39129,135.04822,142.40662,132.88399,121.62996
gasolinadeaviacao,rn,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,5.68E+15,40.67797,-218.56067,2.2408,4.0585,2.6539,3.0414,1.9608,0.93327,22.76735,25.765186,25.035982,27.871773,24.792915,23.496553,26.899504,26.1703,23.982689,27.14257,25.198029,25.198029,29.317728,26.227482,24.246553,25.11816,24.721975,25.989769,29.00078,25.514347,28.287645,25.831295,22.97876,24.642738,25.311903,28.640379,26.24078,29.956287,29.956287,24.924871,25.621529,29.027412,25.544123,27.09225,28.408161,29.027412,22.884537,26.914042,26.153759,25.469501,25.773617,24.329077,24.253048,27.218155,29.575035,25.469501,26.077728,28.130495,22.00186,22.30019,21.628948,24.91058,26.62598,21.554365,24.612251,23.717258,23.344347,21.479782,21.554363,21.479782
gasolinadeaviacao,ro,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,1.84E+16,62.71186,-68.98504,1.2217,1.9901,0.9034,1.1646,0.6631,0.68318,71.026115,76.33412,71.53164,76.33412,80.63107,76.839645,79.1145,72.289925,78.35622,77.85069,80.63107,77.34517,83.54463,91.003975,83.04735,82.7987,89.01482,88.268875,79.81496,72.852905,80.06361,87.27431,79.81496,85.5338,91.481445,85.57942,78.93964,82.87432,86.809006,82.136566,90.7437,93.44879,86.809006,83.36616,84.34983,83.857994,83.92154,85.63422,76.826126,81.474846,82.69819,84.65554,86.85757,83.676865,78.04948,81.96419,72.91142,76.33679,72.622025,77.739685,70.42874,70.42875,73.59682,81.15146,80.420364,70.18505,81.88255,80.17667,71.40354,79.68927
gasolinadeaviacao,rr,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,5.96E+15,50.84746,46.87211,0.7311,1.1948,1.4489,0.8184,0.2694,1.52861,80.953476,86.50911,80.953476,81.48258,78.30794,87.83188,88.096436,79.36615,83.33446,84.12813,89.4192,76.72062,92.85994,93.12755,86.972565,88.043,84.02888,92.32472,90.98668,89.91625,89.64864,85.36692,87.77539,92.05711,94.83748,91.75105,95.95982,108.586105,103.81618,94.27631,93.99573,102.69385,99.04625,97.643326,100.168594,95.118065,98.993164,109.719986,101.13853,105.12277,93.47652,89.1858,90.7182,109.71998,74.78122,117.38199,95.62188,106.348694,106.004814,94.155334,110.4884,94.155334,100.2402,103.122505,98.318665,107.606094,90.312256,91.913536,96.71738,96.71738
gasolinadeaviacao,rs,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,2.02504,44.0678,-134.51619,2.5693,4.9812,4.6121,6.0413,4.0466,0.77524,603.9768,611.64636,655.7463,579.05084,602.05945,588.63776,605.8942,638.4898,603.9768,649.99414,575.21606,626.9855,629.34033,542.4044,608.55133,625.56055,631.2302,614.22107,633.1201,636.89996,625.56055,623.6706,625.56055,648.23944,576.82947,645.6769,604.7406,679.1702,699.63837,668.0058,641.95544,731.271,664.2843,669.8666,641.95544,628.9302,603.13544,632.4672,619.6345,564.6374,544.4718,691.13086,537.13885,604.9687,604.9687,604.9686,623.301,634.3004,564.2785,623.7712,562.4757,492.16626,549.8561,573.2926,582.30664,555.26447,594.9263,528.2224,504.7859,501.18027
gasolinadeaviacao,sc,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.25731,38.98305,24.30976,0.4904,0.799,1.1143,0.8481,1.0827,0.50766,97.852066,99.075226,88.066864,96.93471,99.686806,91.73631,98.15786,95.09998,96.323135,96.323135,91.43053,100.60417,100.41588,104.4449,102.27543,99.17617,100.10596,99.79602,103.82506,101.34566,110.95335,96.07691,107.23423,95.14714,113.69317,117.462,104.585144,113.3791,103.0148,106.46957,112.75096,118.09013,110.86654,106.78363,112.75096,113.06503,105.841,99.38728,98.741905,90.997444,111.32666,109.067856,119.71649,93.25625,111.64934,118.74844,109.39054,97.77385,92.36882,105.47078,100.229996,106.45343,106.125885,98.9198,111.039116,93.023926,101.5402,106.125885,96.954506,92.36882
gasolinadeaviacao,se,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,7.76E+15,44.0678,-50.95626,0.5323,0.7193,0.6601,1.1436,1.1086,0.94813,4.53897,4.5964255,4.8406105,4.481515,4.5102425,4.2373295,4.582062,4.4958787,4.6826086,4.495879,4.653881,4.4958787,4.6319113,4.919607,4.6462955,4.6894507,4.488063,4.775759,5.221689,4.790144,4.804529,4.804529,3.855131,4.8476834,4.87741,5.6255665,4.863022,4.38823,5.0788364,5.251488,5.265876,5.17955,4.776696,5.4673023,5.150775,5.0068984,4.8232045,5.225138,4.794495,5.2394934,4.4356256,5.182074,4.880624,4.5648184,4.966752,4.837559,5.4117503,4.392561,3.796482,4.4432898,4.344863,4.0355196,4.6120224,4.71045,4.401107,4.5557785,4.4714117,4.471412,4.077703,4.4854727
gasolinadeaviacao,sp,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,1.66614,47.45763,-159.86509,7.1299,13.0936,16.4153,9.201,5.87,0.77195,1630.273,1466.2205,1753.3125,1630.2731,1573.8799,1737.9326,1727.6793,1650.7797,1512.3601,1563.6267,1476.4736,1522.6135,1682.447,1717.708,1551.4781,1672.3726,1692.5216,1536.3665,1632.0745,1616.9626,1601.8508,1742.8943,1687.4844,1526.2919,1652.2029,1484.0145,1770.9241,1558.2152,1587.8955,1731.3503,1563.1619,1657.1497,1637.3628,1671.9897,1800.6042,1657.1497,1599.2017,1672.1135,1701.2783,1550.5936,1701.2783,1657.5311,1477.6816,1501.9856,1516.5681,1749.8862,1618.6448,1618.6448,1390.1211,1342.3506,1371.013,1347.1277,1523.8784,1485.6621,1409.2292,1323.2424,1552.5408,1719.7375,1490.4391,1409.2294
gasolinadeaviacao,to,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.37515,44.0678,-7.85772,0.7453,0.8072,0.7422,0.7909,0.6018,0.40605,138.6648,132.72806,145.44962,138.24074,134.84833,129.7597,131.87997,121.27869,128.9116,131.03186,132.72806,128.9116,142.03452,144.99356,112.02127,134.42552,136.53912,138.23001,131.88919,131.46646,154.71617,138.65274,154.29346,138.23001,150.38968,152.089,151.66417,141.8931,150.38968,156.33731,151.66418,158.88626,138.06963,153.78833,158.03662,159.3111,140.77023,140.77023,148.04408,147.18832,138.203,150.61131,142.48172,126.65043,136.91937,170.72134,151.03918,134.35214,125.75974,127.91316,128.77452,122.31426,125.759735,134.80411,136.52682,142.98709,133.94272,126.62111,135.23477,144.70984
glp,ac,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.13522,55.9322,13.70563,4.7737,2.9677,1.5954,2.1422,3.8725,0.21031,2496.9087,2488.88,2561.1377,2697.6248,2569.1663,2585.2239,2553.109,2456.7654,2601.2812,2601.2812,2456.7654,2529.023,2627.5776,3009.9185,2904.1646,2814.6807,2830.9507,2660.1172,2546.2285,2497.419,2660.1174,2627.5776,2830.9504,2391.665,2996.2507,3136.5708,2756.8809,3021.0132,2905.455,2996.2507,2913.7095,2855.9307,2748.6267,2954.98,2657.831,2839.422,2898.6328,2815.0986,2790.0386,2689.7974,2773.3315,2739.918,2881.9258,2631.3237,2840.159,2865.2192,2890.2793,2840.159,2457.6821,2685.714,2635.0405,3099.5508,2398.5625,2516.8013,2567.475,2635.0403,2609.7034,2981.3115,2550.584,2415.4536
glp,al,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.07126,50.84746,2.10754,1.3175,0.9216,1.1463,1.4462,2.0191,0.10455,13566.389,13610.578,14185.051,14317.623,12726.775,13566.389,13124.486,13478.008,13610.578,15157.235,13698.959,13389.628,14368.251,14279.283,14056.863,14590.668,15836.215,14546.186,15168.957,14768.6045,15124.474,14724.121,14724.121,14946.539,14589.207,15038.105,16250.133,14993.217,16295.022,14723.877,16115.463,15127.886,16295.022,15756.344,15442.114,14948.326,15582.182,15988.674,14814.365,14317.541,16214.502,14814.364,15401.519,14001.38,15040.193,15401.519,15446.684,15085.359,16500.02,15500.018,14545.471,15363.654,16090.928,14454.5625,13954.5625,14000.017,13000.016,14136.381,12909.106,14090.926
glp,am,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.08473,40.67797,7.26113,3.2117,1.6831,1.0177,1.172,2.2656,0.13573,13668.652,13121.905,13500.422,12280.759,13248.078,12617.217,13752.768,13037.791,13878.939,11944.299,12869.561,12743.389,11798.27,14302.22,11458.752,14726.618,13283.663,14599.298,14174.9,13241.224,14471.979,13495.862,14259.78,15108.576,14458.168,15444.928,15316.219,14200.752,16002.66,15402.025,15058.805,14200.752,14458.168,15402.025,15230.414,14200.752,14543.247,13547.728,14759.664,13764.145,14673.098,14846.23,14673.098,14240.264,13807.428,13764.145,15105.932,13764.145,12737.176,12693.557,14307.514,15703.369,12606.315,14133.031,14307.513,12562.695,13784.066,14089.41,12649.936,13173.381
glp,ap,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.1025,55.9322,9.98822,5.8553,1.9682,1.0816,1.2638,4.5157,0.16618,2102.1084,2247.583,2007.5498,2283.9517,2283.9517,2283.9517,2203.9407,2247.583,2247.583,2371.2363,2291.2253,2080.287,2228.543,2412.416,2625.709,2390.3513,2419.771,2625.709,2412.416,2427.126,2618.3542,2375.6416,2412.416,2338.8667,2801.7815,2660.2021,2682.557,2935.9094,2622.9443,2608.0413,2585.6865,2578.235,2570.7837,2496.268,2608.0413,2578.235,2530.9302,2591.1904,2628.853,2591.1904,2455.605,2606.2554,2666.5156,2410.4097,2576.1255,2508.3325,2523.3977,2613.788,2143.0857,2378.673,2333.0757,2279.8784,2196.2827,2500.2666,2211.482,2295.0776,2241.8804,2576.2627,2713.0554,2530.665
glp,ba,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.07042,57.62712,1.17323,1.6805,1.1143,2.0628,1.4166,1.0324,0.10405,79222.09,78764.16,68689.67,74413.82,76703.48,68460.72,69834.51,76245.55,64110.367,74642.78,75558.64,70063.47,79364.05,76364.83,80286.89,82132.56,76364.83,75672.7,77979.8,74980.57,75672.695,72904.19,77518.375,79825.47,84331.914,81536.38,83865.99,79672.695,83400.07,78041.97,72683.86,85030.8,80138.62,84564.875,83400.07,77110.125,77006.46,78180.34,73719.59,81467.2,79823.766,86867.05,79119.44,74423.93,86397.49,80058.55,77476.016,79823.766,65156.81,72239.07,72711.22,76488.43,71530.84,73891.59,73655.516,73183.375,69170.09,71294.766,66101.11,66337.19
glp,ce,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.09724,57.62712,8.33068,5.6301,2.6272,1.3701,2.0488,3.9785,0.14671,35047.99,36106.484,36576.926,33754.27,35165.598,39281.97,37400.2,35518.43,38458.695,36812.15,33871.88,36929.758,40655.83,39823.688,41963.47,41963.47,37089.523,39704.812,37921.664,40536.95,37921.664,41250.21,41131.332,41725.72,43890.29,41004.35,45573.75,39922.125,41605.59,40403.117,41004.35,44972.516,43289.05,42206.83,44130.78,43649.793,42247.953,43704.78,41640.945,36299.25,43704.78,41519.54,40912.53,37513.27,37391.867,40912.53,41155.336,37391.867,39927.258,35640.594,37600.21,40539.64,42131.832,38335.07,40172.21,36497.926,43724.023,38212.594,37110.305,37355.258
glp,df,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.08385,47.45763,-3.31582,1.2202,1.856,2.7755,2.5277,1.5521,0.11406,13357.004,14719.963,14583.666,13947.618,12766.387,14174.777,14083.914,14629.098,13220.707,13629.596,13311.571,14265.642,15910.77,15133.5205,15133.5205,15819.329,14264.828,14630.593,14859.197,14356.27,15407.844,17831.035,15179.241,15270.683,17515.414,16136.247,16090.275,15952.357,15952.357,16090.274,15308.748,15860.414,16412.08,15814.441,15998.33,15446.664,14968.799,14783.998,15153.6,15061.199,15615.599,15153.599,15569.398,15800.397,16262.398,16909.2,15569.398,16262.398,13453.234,15169.68,14984.119,14798.557,14752.166,13546.015,14520.214,14334.652,14844.946,12479.033,12664.596,14705.775
glp,es,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.07278,55.9322,-3.75664,1.3495,1.2419,4.1065,1.6249,1.202,0.10308,21851.375,22426.41,21060.701,21995.135,22138.895,22929.57,23001.45,22138.895,22426.412,22138.895,20413.785,22713.93,24105.55,23528.172,23456,23600.344,24682.93,23961.207,25765.516,25693.342,24105.55,22445.586,23167.312,22878.621,26988.787,24376.969,27133.887,23216.16,26335.834,25175.023,25392.676,24812.271,23288.71,25247.576,24739.723,25827.98,23326.25,24273.879,23909.406,24565.455,22451.514,22232.832,25075.717,23399.145,23107.566,24638.352,23836.512,24565.455,24459.137,21236.977,22262.207,20284.973,23360.672,25044.984,22774.824,22262.207,24312.676,21749.592,21017.281,20431.434
glp,go,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.0657,50.84746,1.6015,1.1929,1.3677,3.2378,1.8241,2.5778,0.09845,43631.688,46626.023,44202.035,42776.164,44344.625,44772.387,44487.21,44629.8,44772.387,45770.496,46055.67,45342.734,49675.754,49245.04,44937.89,46947.895,43071.465,44363.605,47091.47,46230.04,45799.32,45655.75,48096.47,45368.61,51232.305,47903.656,53692.617,51666.48,53692.617,52679.547,50363.96,52245.375,53837.336,50653.41,50363.96,51232.305,46761.055,52005.29,48509.133,48654.805,42390.867,46032.69,51276.92,48363.46,43410.58,48509.133,48509.133,44575.96,45870.023,46602.773,43964.88,43085.586,48947.566,48801.016,48801.016,42206.285,49533.766,44404.53,42059.734,46602.773
glp,ma,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.20713,49.15254,20.9187,4.9233,3.0083,4.1213,4.7254,5.8746,0.31855,20292.082,20413.59,17254.344,17983.402,19563.025,20778.117,20899.627,16950.57,18955.477,19016.23,18894.723,19441.514,20598.93,20043.867,21647.377,19735.5,19797.174,21524.031,19180.438,19920.52,20907.297,20043.867,21955.744,19612.152,23406.148,21335.363,21711.871,22151.129,22590.387,22025.627,21837.373,23029.645,21962.875,21962.875,21084.36,20707.854,20252.78,21653.914,21462.852,18596.893,21335.475,22991.363,21844.979,20252.78,19488.523,18979.02,20825.973,19233.771,20170.502,20105.852,19071.469,18683.574,19653.309,18489.627,19006.82,18489.627,20881.64,20623.045,20299.8,19524.012
glp,mg,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.18208,47.45763,-15.63787,2.3801,6.0113,6.8325,3.0282,0.8057,0.21614,114559.99,118043.234,105658.37,114947.016,119978.37,130428.09,114947.016,119204.31,122300.52,121139.44,118430.26,126557.83,134812.53,128614.266,123965.555,128614.266,126289.914,144884.73,129389.05,138686.47,127839.48,134425.16,125127.734,136362.11,132270.9,138865.06,141968.19,133434.58,138089.28,148950.23,147398.66,140804.52,130719.34,138089.28,133434.6,138865.06,126810.375,131076.17,112849.61,118278.8,130688.375,113237.41,116339.8,131851.78,131076.17,137280.97,120217.8,134954.17,129950.09,136156.66,116373.22,117536.95,119088.59,129174.28,115597.4,112106.2,112882.016,123743.516,116373.22,114821.57
glp,ms,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.0889,57.62712,-5.47991,0.9317,1.569,3.8743,2.0301,2.6741,0.12147,14612.594,15229.359,14233.047,16320.56,14517.707,13948.386,15371.69,15941.012,14802.368,15039.586,15134.473,15608.906,16404.523,15069.271,16404.523,16595.273,15832.273,15546.148,15498.461,16595.273,15689.211,17215.213,15260.022,15641.523,17169.492,15586.828,15682.747,16641.938,17073.57,17840.922,15586.828,16785.816,17457.248,17649.086,16977.652,16593.977,15755.582,17152.867,15129.213,15803.765,18405.604,17201.049,16237.404,15466.488,14406.48,15851.947,14840.12,15418.307,14755.148,17270.781,14658.394,14610.016,14029.486,16980.516,15384.056,16206.475,15964.587,15335.678,14658.394,15287.301
glp,mt,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.08609,50.84746,6.68789,1.7661,1.6984,1.3507,2.6033,4.4716,0.13927,17497.736,17167.59,16177.153,15791.982,17222.613,17497.736,17332.664,17497.736,15021.642,16837.445,17222.613,19093.441,18691.004,18580.078,17969.986,18136.375,17027.115,17082.578,18080.91,18635.541,17859.059,17248.969,18247.3,18691.004,20469.703,20134.137,18847.79,19015.572,21252.7,17561.44,19071.5,18959.645,20525.633,19742.639,19854.496,19966.352,15123.281,22967.072,19863.412,19242.682,17549.777,19242.682,20145.566,18791.242,18452.66,17041.906,18791.24,18226.94,17818.754,16794.031,17761.824,17021.748,17021.75,16452.46,18900.404,17477.18,17761.824,16566.318,17534.11,17249.465
glp,pa,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.11896,37.28814,11.83358,4.11,2.314,2.5057,2.0108,4.1056,0.18577,23485.314,28493.213,28665.898,25212.176,23917.03,26507.324,26939.035,28147.842,26766.352,26680.008,27370.752,26766.352,28272.645,28708.95,27312.77,28970.734,29145.256,28621.688,27749.074,27400.03,29232.516,26178.373,27923.598,30541.434,33403.35,29515.133,29250.027,30840.664,31282.506,31635.982,30929.031,31370.875,32608.035,28719.816,29426.766,30663.926,29131.31,30114.27,25824.998,29399.39,31275.95,30561.07,32169.545,31722.746,32884.426,31454.668,26718.598,30739.79,26181.865,29432.025,24827.629,28258.355,26542.994,29251.46,29251.46,30064.004,31057.105,31237.67,27445.816,29161.18
glp,pb,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.0844,45.76271,5.53326,1.589,1.6893,1.5266,1.3899,2.859,0.13067,18600.441,17898.54,18658.934,19302.346,16436.238,18658.934,18366.475,18424.965,20589.168,19243.855,17957.031,17723.062,18178.625,21542.852,19300.033,21837.959,21365.785,18178.625,20657.527,20185.355,18119.604,21365.787,18945.902,18768.84,19797.906,21944.668,22183.195,21288.713,20394.227,20096.066,21885.035,20394.227,21229.078,21109.816,22242.828,20632.758,19107.162,20128.613,20489.125,20368.955,19828.188,19047.076,20008.443,20909.723,19828.188,20729.469,19227.332,17785.283,21374.404,18952.375,18346.867,20223.941,18589.07,18831.273,19497.332,20163.39,17317.506,17014.752,18952.375,17620.26
glp,pe,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.08597,61.01695,-2.08933,1.5775,1.9211,2.5431,3.3965,2.163,0.12208,43743.395,46755.234,44173.656,40731.555,44317.08,45607.867,45894.707,38149.977,44747.34,46324.97,44460.496,41305.24,45038.742,48503.258,48358.906,49658.1,44750.03,47781.484,45760.516,46337.938,46626.65,47492.773,45183.094,44461.32,52310.605,51584.066,51584.066,48968.54,50857.53,50421.61,54344.906,50712.227,49404.46,52601.22,46934.234,50421.61,48748.5,48602.547,45099.66,51375.664,52251.39,52543.297,48456.594,44515.844,55754.273,54440.69,50062.086,49332.316,42791.21,42498.12,42498.12,44842.844,44989.383,45722.11,45868.656,44989.383,41765.39,42498.117,45282.477,48799.562
glp,pi,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.11534,50.84746,10.2043,2.9091,2.9439,1.1246,1.0328,2.3585,0.18011,12446.919,11902.367,12019.057,11202.228,11863.471,11318.918,10813.262,11746.78,12135.746,11824.574,13108.162,12369.126,12780.738,13134.666,12505.459,12505.459,12623.436,13213.316,13173.99,13056.016,13213.316,12820.063,13449.268,12426.809,14208.963,14089.559,14567.172,13810.951,13253.738,14885.58,13691.549,14049.758,15084.584,14447.77,13930.355,13412.941,13695.258,12851.8545,13213.313,12811.693,14257.526,13574.771,11767.48,13655.096,12410.072,13976.392,13896.068,12932.179,12232.097,14581.309,11786.557,12880.154,11462.527,12920.658,11786.557,11503.031,13730.731,12839.651,12677.637,12839.651
glp,pr,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.09385,35.59322,1.46374,1.5121,2.4123,4.3947,1.7657,3.7802,0.13456,79791.86,78314.23,75851.516,76344.06,75358.98,78067.95,70433.555,76836.6,84224.734,81023.22,61814.062,77329.14,79537.734,82015.55,84741.14,83502.234,83254.45,79785.516,85732.266,86971.17,82511.11,83750.016,86227.83,90440.11,91524.55,83793.59,78307.1,83045.44,91275.16,83793.59,88282.53,90028.234,87284.984,83793.59,93270.24,94766.555,84345.93,77568.125,74053.72,76564.016,82337.695,77568.125,83592.84,86856.22,82337.69,83341.81,76312.984,79576.37,71765.66,87938.195,80104.62,80357.31,81368.1,72776.44,75808.8,77577.664,77830.36,73787.22,73787.23,83389.67
glp,rj,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.16283,44.0678,-15.15766,3.4277,5.0356,8.2542,3.4488,2.9939,0.19145,88821.22,89109.61,89686.36,89397.984,86514.18,97184.266,94877.22,98914.55,97184.266,93723.695,87090.94,80746.56,91862.47,96773.36,92440.22,91573.59,101973.125,95617.86,99373.24,99373.234,101106.5,97639.984,103706.375,94173.484,103350.56,97271.12,96981.625,96981.625,106245.54,105666.55,107982.516,105377.05,101324.08,104219.055,105087.55,107982.516,77470.8,97201.19,87626.14,81823.086,100392.86,101553.48,98071.64,85014.766,91107.97,95170.12,96330.73,87626.14,79583.49,93234.67,83940.25,80164.39,89458.82,86554.31,96720.086,95267.836,100205.49,94396.484,91782.42,91782.42
glp,rn,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.08038,59.32203,-3.08652,1.4958,1.0812,1.9812,2.6525,3.1182,0.11908,16859.703,15022.426,17508.152,15562.802,17292.002,18534.863,17454.115,15400.689,17021.814,16697.59,16481.44,16697.59,17663.855,18479.11,17935.605,18316.059,17120.352,20218.318,18913.91,18044.307,17392.102,17500.803,17229.05,17826.906,18061.562,20633.965,18718.346,20031.914,17842.633,20086.645,17076.387,21236.018,20743.43,21017.09,17185.848,18225.758,18471.62,20780.57,16602.467,17976.844,19076.344,16932.316,18196.744,17482.068,19186.293,18911.418,18086.793,18526.594,16452.059,16672.89,18549.973,17556.223,15844.768,17169.766,18273.932,18163.516,15679.143,16120.81,19378.094,16176.018
glp,ro,Chronos,FT-1-chronos-t5-tinyGlobal,Chronos_FT_Global,Chronos_FT-1-chronos-t5-tinyGlobal_Chronos_FT_Global,2-DL,0.07559,47.45763,4.01477,1.3143,2.0073,1.8029,1.4834,2.7168,0.11591,7414.5557,7130.221,6714.6562,6955.2466,6736.528,7020.8623,6867.759,6977.118,7480.171,7064.6055,6736.528,7042.734,7326.8184,6819.2373,6995.7876,7415.0938,7415.0938,6797.169,7304.75,7370.956,7348.8877,7260.6123,7503.368,7370.956,7735.897,8270.945,8181.7705,7669.016,7981.1274,8560.762,8226.357,7490.667,7981.1274,7869.659,7602.135,7847.365,7597.31,7777.128,7642.2646,6293.63,7327.583,7642.2646,7372.538,7372.538,7350.0605,7799.6055,7395.015,8518.877,7105.7695,6947.361,6494.764,7332.0684,7852.5547,6472.1343,6472.134,6969.9907,7829.925,7354.698,6426.875,7332.0684
