TYPE_PREDICTIONS,STATE,PRODUCT,MAPE,POCID,PBE,"MASE(2020,2021,2022,2023,2024)",RRMSE
PYTORCH_5ANOS_direct,es,etanolhidratado,0.3054864916835482,35.59322033898305,18.83991146681512,"1.1404, 0.6103, 0.7214, 0.5831, 0.8217",0.3847337772582009
PYTORCH_5ANOS_recursive,es,etanolhidratado,0.2872274023420448,38.983050847457626,17.813348194828485,"0.9781, 0.5057, 0.6503, 0.6517, 0.8610",0.3803044277398294
PYTORCH_5ANOS_direct,es,gasolinac,0.08812214790333944,66.10169491525424,5.24162942514996,"0.8029, 1.1542, 0.8787, 1.2596, 2.4572",0.18131464951437026
PYTORCH_5ANOS_recursive,es,gasolinac,0.07626012985129924,72.88135593220339,0.3629344877715953,"0.6851, 1.0567, 0.8198, 1.0995, 1.5831",0.16049808687058242
PYTORCH_5ANOS_direct,es,glp,0.06985593069035248,67.79661016949153,-3.1252704058747534,"3.3582, 1.1165, 1.0433, 1.7754, 0.8355",0.10118634927746376
PYTORCH_5ANOS_recursive,es,glp,0.051395855807152925,64.40677966101696,-2.6326075068356785,"1.5038, 0.8834, 1.0167, 1.0049, 1.5687",0.08137659795965423
PYTORCH_5ANOS_direct,es,oleodiesel,0.12025900730327091,54.23728813559322,8.284440040649349,"0.8029, 0.8356, 0.7245, 5.2241, 4.1081",0.21291811757089027
PYTORCH_5ANOS_recursive,es,oleodiesel,0.09969162068563382,64.40677966101696,7.497895791422887,"0.6366, 1.1934, 1.5686, 2.7167, 1.8769",0.17769351565708796
PYTORCH_5ANOS_direct,es,querosenedeaviacao,0.4098630184007625,54.23728813559322,-1.857120903588381,"1.1926, 0.9988, 0.7576, 0.8788, 0.9496",0.2848408450394859
PYTORCH_5ANOS_recursive,es,querosenedeaviacao,0.4025196646741047,55.932203389830505,-12.25178545567373,"0.6066, 1.3222, 0.3391, 0.4697, 0.8560",0.28824196869195395
PYTORCH_5ANOS_direct,pi,etanolhidratado,0.28673359438923196,57.6271186440678,11.141960246628155,"2.4419, 0.9178, 0.7921, 0.5904, 0.5753",0.6761667583501552
PYTORCH_5ANOS_recursive,pi,etanolhidratado,0.3149896522691144,47.45762711864407,-12.966450390232637,"0.6996, 1.3132, 0.8417, 1.1674, 0.5129",0.6668029228392013
PYTORCH_5ANOS_direct,pi,gasolinac,0.18439953702798936,55.932203389830505,8.844644676336927,"1.4319, 1.3931, 0.5264, 6.0654, 1.1100",0.4957053792423265
PYTORCH_5ANOS_recursive,pi,gasolinac,0.07686570115632597,72.88135593220339,-0.5370709519905058,"1.2229, 1.2874, 0.4738, 0.6352, 0.5617",0.18347644061641338
PYTORCH_5ANOS_direct,pi,glp,0.05003181472615248,72.88135593220339,3.651077321306976,"0.7102, 1.7524, 0.7169, 0.6263, 0.8574",0.08395654807982089
PYTORCH_5ANOS_recursive,pi,glp,0.05624432988051396,57.6271186440678,3.9192599819553857,"0.7866, 1.7324, 0.9527, 0.5250, 1.1485",0.09305677193017527
PYTORCH_5ANOS_direct,pi,oleodiesel,0.10798594704932432,59.32203389830509,9.56722354468413,"0.9448, 1.8664, 0.8424, 1.8756, 2.6891",0.2179969782043116
PYTORCH_5ANOS_recursive,pi,oleodiesel,0.10124987549477206,59.32203389830509,7.71461227399197,"1.0587, 1.2782, 1.2054, 1.4466, 2.4307",0.20101914793643003
PYTORCH_5ANOS_direct,pi,querosenedeaviacao,0.5979937066977196,57.6271186440678,-33.010879204527775,"1.5364, 1.3611, 1.5204, 1.8441, 1.0844",0.4627125292756622
PYTORCH_5ANOS_recursive,pi,querosenedeaviacao,0.5655455976717847,66.10169491525424,-9.27139010747586,"1.6203, 1.4663, 1.3928, 1.5886, 1.6438",0.4829347670547533
PYTORCH_5ANOS_direct,to,etanolhidratado,0.4475979882058109,61.016949152542374,-15.816766010213234,"1.0086, 1.3151, 1.5096, 1.3086, 0.7177",0.5825669077450318
PYTORCH_5ANOS_recursive,to,etanolhidratado,0.5177264364098184,50.847457627118644,-13.677738554300728,"0.5098, 1.7471, 2.0247, 2.2566, 0.4291",0.6968605933824021
PYTORCH_5ANOS_direct,to,gasolinac,0.0891734315932502,76.27118644067797,6.47424307755341,"0.7643, 1.0447, 0.5283, 1.1836, 2.3291",0.239806792953332
PYTORCH_5ANOS_direct,to,glp,0.0850680676452653,61.016949152542374,8.22103781802074,"0.7222, 1.1462, 2.8082, 2.4633, 2.6681",0.11019158434420145
PYTORCH_5ANOS_recursive,to,gasolinac,0.08886833400211153,71.1864406779661,3.6567221556763965,"1.1445, 1.1820, 1.0937, 1.4705, 0.8560",0.22203128781354992
PYTORCH_5ANOS_direct,to,oleodiesel,0.1188879081864921,74.57627118644068,10.243658224631272,"1.7284, 1.6162, 2.0371, 2.1590, 1.1814",0.26768196891359913
PYTORCH_5ANOS_recursive,to,glp,0.06077475243605627,40.67796610169491,4.725194723539359,"0.5768, 1.0845, 1.7625, 1.7051, 1.8009",0.08262853615415608
PYTORCH_5ANOS_direct,to,querosenedeaviacao,0.3269148185123905,52.54237288135593,16.62182933416897,"0.9461, 1.0289, 0.6510, 1.6930, 1.6354",0.6179571917809797
PYTORCH_5ANOS_recursive,to,oleodiesel,0.11516926881977912,67.79661016949153,8.814850217721034,"3.6588, 1.1019, 1.0314, 1.0897, 1.2960",0.27985406587895334
PYTORCH_5ANOS_direct,ma,etanolhidratado,0.3205974337172916,44.067796610169495,8.352466879642918,"0.8937, 1.2187, 0.5692, 0.5293, 1.0725",0.376514424792109
PYTORCH_5ANOS_recursive,to,querosenedeaviacao,0.43862129689712376,50.847457627118644,-3.613335072784284,"3.6272, 1.2101, 0.6765, 1.4281, 1.0400",0.6178869142402306
PYTORCH_5ANOS_direct,ma,gasolinac,0.08926639259289455,57.6271186440678,5.9380644904139706,"1.4264, 1.4103, 0.7669, 1.2303, 1.7181",0.22667133280465895
PYTORCH_5ANOS_recursive,ma,etanolhidratado,0.30241803881319096,50.847457627118644,5.076382377286789,"1.2597, 1.3226, 0.6724, 0.7228, 0.4593",0.3353296300532644
PYTORCH_5ANOS_direct,ma,glp,0.07065797568839072,64.40677966101696,6.656730294838383,"1.3282, 1.5213, 2.1411, 1.1058, 1.5949",0.12034109095125556
PYTORCH_5ANOS_recursive,ma,gasolinac,0.0841382440450755,57.6271186440678,4.468630369060885,"1.4810, 1.3997, 0.8853, 1.1427, 1.1560",0.20540885555959335
PYTORCH_5ANOS_direct,ma,oleodiesel,0.12415575715958059,76.27118644067797,11.833538022912709,"3.0779, 2.3056, 1.5597, 3.8750, 1.4978",0.2325492532670633
PYTORCH_5ANOS_recursive,ma,glp,0.059830701174428534,59.32203389830509,5.94324226760798,"1.1407, 1.2494, 1.8856, 1.0781, 1.2539",0.1024334268584046
PYTORCH_5ANOS_direct,ma,querosenedeaviacao,0.5052720669743871,66.10169491525424,-28.75007130391638,"2.1376, 1.3322, 1.5636, 0.6197, 0.7827",0.3042288692459356
PYTORCH_5ANOS_recursive,ma,oleodiesel,0.07689785877987958,76.27118644067797,5.304579567125623,"1.8360, 1.3961, 0.7968, 1.7960, 1.3463",0.16073834477019555
PYTORCH_5ANOS_direct,pr,etanolhidratado,0.3819624029376087,47.45762711864407,-8.745651746421972,"2.9510, 0.5245, 2.0705, 1.9769, 0.6256",0.5744521592568304
PYTORCH_5ANOS_recursive,ma,querosenedeaviacao,0.5029289925760592,66.10169491525424,-8.57635713442559,"2.2025, 1.1300, 1.3205, 1.0737, 1.7059",0.3093811065710192
PYTORCH_5ANOS_direct,pr,gasolinac,0.11974151184064695,66.10169491525424,0.9491348499631614,"1.1475, 2.3584, 0.3698, 1.3291, 1.2106",0.2146885981533775
PYTORCH_5ANOS_recursive,pr,etanolhidratado,0.3823309353454608,52.54237288135593,-16.435470172443665,"1.4948, 0.9503, 1.9063, 2.2079, 0.7004",0.5550305830193396
PYTORCH_5ANOS_direct,pr,glp,0.047225195837065984,61.016949152542374,4.2025256215978235,"0.4682, 1.1789, 2.0237, 0.9985, 2.6418",0.07588848797000347
PYTORCH_5ANOS_recursive,pr,gasolinac,0.09587725417015407,59.32203389830509,-2.852569841670206,"0.8314, 1.8656, 0.4740, 0.9203, 0.9377",0.18082164559485744
PYTORCH_5ANOS_direct,pr,oleodiesel,0.10173800005320645,57.6271186440678,9.069726370851956,"1.8267, 2.1582, 1.7682, 1.2178, 1.1742",0.1864377033804651
PYTORCH_5ANOS_recursive,pr,glp,0.037481525359343744,72.88135593220339,2.9730875749058487,"0.6337, 1.2091, 1.6129, 0.8974, 1.2077",0.05740011190250677
PYTORCH_5ANOS_direct,pr,querosenedeaviacao,0.7714710773089167,62.71186440677966,-4.920647399509502,"1.9101, 1.0578, 0.7247, 0.7796, 1.2847",0.40915800247907363
PYTORCH_5ANOS_recursive,pr,oleodiesel,0.07185863372688496,76.27118644067797,6.044602296179426,"0.9240, 1.4897, 1.2713, 0.7365, 1.2677",0.14230616146658262
PYTORCH_5ANOS_direct,ap,etanolhidratado,2.135446245775231,44.067796610169495,-92.25139610557483,"1.8238, 1.4889, 3.4098, 3.3305, 1.7703",0.19839598261676758
PYTORCH_5ANOS_recursive,pr,querosenedeaviacao,0.7580574920769537,54.23728813559322,-14.172048125768658,"0.9523, 1.0945, 1.1873, 0.6011, 0.8084",0.3834246883042362
PYTORCH_5ANOS_direct,ap,gasolinac,0.11767197640682173,71.1864406779661,10.571246198430789,"1.3449, 1.4979, 1.1531, 2.4865, 2.2516",0.2833504877155574
PYTORCH_5ANOS_recursive,ap,etanolhidratado,1.5957843747014337,57.6271186440678,-97.25083929101925,"2.9484, 1.5088, 0.5128, 1.8245, 2.2789",0.19236286529191438
PYTORCH_5ANOS_direct,ap,glp,0.059769156775054864,67.79661016949153,3.3656870145840956,"1.6691, 1.3020, 1.8868, 1.1178, 1.4942",0.09618582446838084
PYTORCH_5ANOS_recursive,ap,gasolinac,0.07459815660959333,59.32203389830509,4.761326586081155,"1.2533, 0.9501, 0.7716, 0.9698, 1.1115",0.18361268911421857
PYTORCH_5ANOS_direct,ap,oleodiesel,0.14183897128300832,59.32203389830509,12.440289724060746,"1.4421, 1.9566, 0.7651, 1.6638, 1.1675",0.11096717733918693
PYTORCH_5ANOS_recursive,ap,glp,0.0509661534106892,67.79661016949153,3.394476831170424,"1.1886, 1.4540, 1.4747, 0.8165, 1.1095",0.08935425206282763
PYTORCH_5ANOS_direct,ap,querosenedeaviacao,0.3128342439894864,49.152542372881356,0.3943891529997208,"0.4960, 1.2843, 0.6459, 2.2480, 0.9216",0.4207957913066323
PYTORCH_5ANOS_direct,sc,etanolhidratado,0.45395400790779533,49.152542372881356,-15.129422627276828,"0.6308, 1.6694, 1.6458, 3.2627, 0.6615",0.20042539595701764
PYTORCH_5ANOS_recursive,ap,oleodiesel,0.17624400047880004,47.45762711864407,-6.054648929477099,"0.6996, 1.2868, 2.2296, 1.6594, 2.2069",0.1369493759150122
PYTORCH_5ANOS_direct,sc,gasolinac,0.09488013414205577,67.79661016949153,6.511893390851934,"0.8437, 0.7337, 0.7386, 2.0160, 3.1623",0.21050601846190117
PYTORCH_5ANOS_recursive,ap,querosenedeaviacao,0.44191994550098496,44.067796610169495,18.71137780002154,"0.8429, 1.3174, 1.2616, 4.2791, 1.2230",0.5820587473961841
PYTORCH_5ANOS_direct,sc,glp,0.049579545208731056,76.27118644067797,2.85325380127668,"0.5200, 1.2472, 1.2486, 0.7829, 1.6040",0.0709679497733572
PYTORCH_5ANOS_recursive,sc,etanolhidratado,0.5986007900231974,45.76271186440678,-26.019278526195173,"0.4378, 0.8086, 4.0681, 1.1551, 0.5921",0.2622906721801865
PYTORCH_5ANOS_direct,sc,oleodiesel,0.10469798470933958,50.847457627118644,9.865841550779024,"0.9471, 1.2754, 1.5301, 4.2591, 1.5180",0.20041406885710628
PYTORCH_5ANOS_recursive,sc,gasolinac,0.0699895461130095,62.71186440677966,0.6830508389207893,"1.0599, 1.1009, 0.5971, 0.9204, 1.0582",0.14688514499001237
PYTORCH_5ANOS_direct,sc,querosenedeaviacao,0.9510438507977772,59.32203389830509,-27.828660803449495,"0.4365, 1.1951, 1.0172, 0.2642, 0.7164",0.5118964007513829
PYTORCH_5ANOS_recursive,sc,glp,0.07366446635703319,61.016949152542374,2.5109333851495395,"1.0097, 2.1206, 2.4571, 1.3815, 1.3646",0.10163958233722081
PYTORCH_5ANOS_direct,mt,etanolhidratado,0.2732876156133441,49.152542372881356,16.390255613986977,"2.5992, 3.1531, 1.3907, 1.8516, 0.6233",0.8312445840986445
PYTORCH_5ANOS_recursive,sc,oleodiesel,0.0700364104516511,61.016949152542374,5.943185962408992,"0.9368, 1.3073, 1.0553, 1.4901, 0.8766",0.12890900342610687
PYTORCH_5ANOS_direct,mt,gasolinac,0.14894023850243274,57.6271186440678,1.319702928645086,"3.1383, 1.1417, 0.7649, 1.3822, 1.4368",0.2527511882103508
PYTORCH_5ANOS_recursive,sc,querosenedeaviacao,1.0302507161116186,59.32203389830509,1.7200102300893065,"0.1913, 1.6892, 1.0773, 0.5534, 0.9786",0.4596338679138643
PYTORCH_5ANOS_direct,mt,glp,0.14005144494562574,47.45762711864407,12.01309003984427,"0.5934, 2.4899, 2.3033, 6.0515, 8.4305",0.2181190799210439
PYTORCH_5ANOS_recursive,mt,etanolhidratado,0.15342774208385532,44.067796610169495,-2.3010578966529796,"0.6252, 1.7169, 0.9476, 0.7612, 1.2651",0.48353637284347106
PYTORCH_5ANOS_direct,mt,oleodiesel,0.14049159901149572,69.49152542372882,12.759876848396424,"2.0345, 1.9247, 1.3211, 1.9772, 1.2064",0.2704020588696182
PYTORCH_5ANOS_recursive,mt,gasolinac,0.13113559151190024,54.23728813559322,5.703540087557702,"1.7843, 1.1253, 1.3050, 1.2954, 0.6620",0.2611820725316071
PYTORCH_5ANOS_direct,mt,querosenedeaviacao,0.3776461366950657,67.79661016949153,-5.549627221840194,"2.5522, 2.4671, 1.4995, 1.3785, 0.9145",0.37191004547283285
PYTORCH_5ANOS_recursive,mt,glp,0.05382334374040077,50.847457627118644,2.947514184698004,"0.6305, 1.0394, 2.5513, 1.1864, 1.5835",0.0870974037369102
PYTORCH_5ANOS_direct,rs,etanolhidratado,0.7615609487725485,38.983050847457626,-33.815416900942665,"1.0786, 1.4072, 4.4786, 5.2304, 1.0753",0.1404883469519911
PYTORCH_5ANOS_recursive,mt,oleodiesel,0.09322435405001439,84.7457627118644,5.2815802505780365,"1.3975, 0.9484, 1.0468, 0.7955, 1.1998",0.1948669894029484
PYTORCH_5ANOS_direct,rs,gasolinac,0.08060992458097882,69.49152542372882,0.7329314894651223,"0.5161, 0.8249, 1.0484, 0.6710, 2.1144",0.14635227259605255
PYTORCH_5ANOS_recursive,mt,querosenedeaviacao,0.27502576110378374,74.57627118644068,10.173075656452001,"2.5747, 1.1275, 2.0666, 1.2391, 0.6894",0.3361092397237191
PYTORCH_5ANOS_direct,rs,glp,0.04365840781617138,71.1864406779661,-2.6753961286175354,"0.9212, 0.9043, 1.5360, 0.8762, 0.8410",0.05488412059160226
PYTORCH_5ANOS_recursive,rs,etanolhidratado,0.7930626125913217,47.45762711864407,-49.76426047241505,"0.4252, 0.4693, 8.2321, 2.8314, 1.2082",0.16359972342065562
PYTORCH_5ANOS_direct,rs,oleodiesel,0.0719646819406465,77.96610169491525,5.994519860723764,"1.1745, 0.8063, 1.0808, 1.0216, 1.4596",0.1253965304163354
PYTORCH_5ANOS_recursive,rs,gasolinac,0.09230760329803431,64.40677966101696,1.416191700870409,"1.2722, 1.0397, 1.1050, 0.7422, 1.9635",0.16578703261858357
PYTORCH_5ANOS_direct,rs,querosenedeaviacao,0.6202169531179376,57.6271186440678,-3.917831443531228,"1.4162, 0.8633, 0.8299, 0.7326, 0.5435",0.3845778107270812
PYTORCH_5ANOS_recursive,rs,glp,0.03576742794382682,79.66101694915254,-0.9265669047848739,"0.5189, 1.0000, 0.9192, 0.7415, 1.1956",0.0445288537370054
PYTORCH_5ANOS_direct,rr,etanolhidratado,0.3545959559591539,47.45762711864407,24.996551659979353,"0.8452, 0.8883, 0.3887, 2.2931, 1.4276",0.3867316633215661
PYTORCH_5ANOS_recursive,rs,oleodiesel,0.062008471479291366,74.57627118644068,4.361535922538078,"1.0644, 0.7452, 1.0291, 0.6912, 1.2466",0.1112687882448878
PYTORCH_5ANOS_direct,rr,gasolinac,0.12664038288043764,50.847457627118644,11.51882325734345,"1.6960, 1.4114, 1.0018, 1.6498, 2.1140",0.3304248699503438
PYTORCH_5ANOS_recursive,rs,querosenedeaviacao,0.6682078579823738,61.016949152542374,-2.5861192286306562,"1.5617, 0.9655, 0.8201, 0.9198, 0.4872",0.4253977703397775
PYTORCH_5ANOS_direct,rr,glp,0.06462175961197282,49.152542372881356,5.34531699992361,"2.3461, 0.6842, 2.8101, 1.2874, 1.8545",0.12369267852033862
PYTORCH_5ANOS_recursive,rr,etanolhidratado,0.6729182202848688,54.23728813559322,66.14674034793804,"1.9558, 1.6361, 0.9609, 5.4370, 2.3005",0.680484535491199
PYTORCH_5ANOS_direct,rr,oleodiesel,0.650300431307741,57.6271186440678,19.27734423634747,"1.3863, 8.2108, 2.9677, 0.9725, 3.2653",1.7492589567315666
PYTORCH_5ANOS_recursive,rr,gasolinac,0.11013920302756412,55.932203389830505,2.708441188519545,"1.1920, 1.3502, 1.3055, 1.0691, 1.8048",0.27312555999557536
PYTORCH_5ANOS_direct,rr,querosenedeaviacao,0.3930492461713213,38.983050847457626,11.435157920321377,"0.9787, 0.6553, 0.7553, 0.4970, 2.3915",0.3483733906928602
PYTORCH_5ANOS_direct,rn,etanolhidratado,0.3216792320339431,54.23728813559322,-11.886076257811109,"1.0343, 1.2904, 0.8089, 1.4122, 0.2310",0.3911054439206917
PYTORCH_5ANOS_recursive,rr,glp,0.046240057772908696,64.40677966101696,3.1203306099759094,"1.4379, 1.1015, 0.8787, 0.9748, 1.2282",0.0921569229116709
PYTORCH_5ANOS_direct,rn,gasolinac,0.09436392094483041,35.59322033898305,-3.12154075323982,"0.8855, 1.3221, 1.0560, 0.8551, 0.9715",0.19080857535511492
PYTORCH_5ANOS_recursive,rr,oleodiesel,0.3461734196050827,44.067796610169495,8.771570076592457,"1.0598, 0.9467, 1.7977, 0.9866, 1.1282",1.0381763493686589
PYTORCH_5ANOS_direct,rn,glp,0.045135809252164635,66.10169491525424,0.7933246423980354,"0.9240, 1.4897, 0.5560, 1.4842, 1.6278",0.0657096854569122
PYTORCH_5ANOS_recursive,rr,querosenedeaviacao,0.3717476619843202,40.67796610169491,15.366486049002262,"1.1590, 0.7406, 1.1663, 0.6658, 1.0093",0.44195201710861376
PYTORCH_5ANOS_direct,rn,oleodiesel,0.11963573709145246,66.10169491525424,-5.296666855946435,"3.0209, 1.0761, 1.0204, 0.6799, 1.9408",0.20628156273735715
PYTORCH_5ANOS_recursive,rn,etanolhidratado,0.3695821663610176,40.67796610169491,-9.227281809707295,"0.8614, 1.0458, 1.1869, 1.5717, 0.7580",0.4193253357915573
PYTORCH_5ANOS_direct,rn,querosenedeaviacao,0.6224915150944025,55.932203389830505,-22.186690145168903,"0.8432, 1.4528, 0.6850, 0.5600, 1.1959",0.3925931093385456
PYTORCH_5ANOS_recursive,rn,gasolinac,0.07096641613210933,59.32203389830509,-0.45733273969815563,"0.9336, 1.2557, 0.5096, 0.5914, 0.6338",0.1510886031246706
PYTORCH_5ANOS_direct,rj,etanolhidratado,0.25510988025450115,62.71186440677966,-3.125855268553743,"0.9293, 0.7236, 1.8534, 1.5688, 1.0545",0.3635018343951504
PYTORCH_5ANOS_recursive,rn,glp,0.03852981967421398,76.27118644067797,0.2705670549408949,"0.8887, 1.2863, 0.4771, 1.0517, 1.5087",0.05545836203923924
PYTORCH_5ANOS_direct,rj,gasolinac,0.12020278563850749,66.10169491525424,1.6235473178672875,"0.7817, 1.3520, 0.7928, 1.0495, 0.4947",0.15399030509096243
PYTORCH_5ANOS_recursive,rn,oleodiesel,0.10817858893390479,59.32203389830509,-0.5412971045350962,"0.9871, 1.0700, 1.0644, 0.7742, 3.6656",0.16822678024685442
PYTORCH_5ANOS_direct,rj,glp,0.03943214005675086,79.66101694915254,-0.9837680103732553,"0.7240, 1.0709, 1.3347, 0.6798, 1.3963",0.05208915469759638
PYTORCH_5ANOS_recursive,rn,querosenedeaviacao,0.6824455625891643,52.54237288135593,-30.19363740645385,"1.9422, 1.4535, 0.6190, 0.6116, 1.5321",0.428177661572381
PYTORCH_5ANOS_direct,rj,oleodiesel,0.1152202191661849,61.016949152542374,0.7232454439930932,"2.3893, 1.4534, 0.9274, 0.6689, 0.5149",0.14511759802886395
PYTORCH_5ANOS_recursive,rj,etanolhidratado,0.49732353638770344,44.067796610169495,50.848897461328825,"2.7436, 1.4902, 1.8487, 10.4433, 1.9093",0.6782780742545125
PYTORCH_5ANOS_direct,rj,querosenedeaviacao,0.7919354081058153,66.10169491525424,-29.45445062338442,"2.4063, 1.0213, 0.8678, 0.1631, 0.7189",0.3539219542635547
PYTORCH_5ANOS_recursive,rj,gasolinac,0.14864850768478216,55.932203389830505,-6.979491157058561,"0.4353, 1.7155, 0.6981, 0.9393, 1.7202",0.19947102188990337
PYTORCH_5ANOS_direct,df,etanolhidratado,0.6563488915688431,47.45762711864407,19.47891563224019,"0.6244, 0.9723, 0.8600, 1.5602, 1.2807",0.7267193282835394
PYTORCH_5ANOS_recursive,rj,glp,0.03846629763865495,67.79661016949153,-0.9759173048338068,"1.0797, 0.9250, 1.4588, 0.7851, 1.0403",0.05034889816323111
PYTORCH_5ANOS_direct,df,gasolinac,0.13661629126432656,64.40677966101696,-10.16077441862379,"0.4844, 1.1249, 0.6774, 0.7573, 2.2501",0.22304467412178727
PYTORCH_5ANOS_recursive,rj,oleodiesel,0.13060811763058042,62.71186440677966,5.918503809581972,"1.0657, 1.0679, 0.9753, 1.3686, 2.1217",0.16415043663895912
PYTORCH_5ANOS_direct,df,glp,0.033180615652503624,69.49152542372882,-2.112941113109754,"0.4807, 0.8588, 0.7057, 0.9579, 0.8015",0.049090089810586796
