TYPE_PREDICTIONS,STATE,PRODUCT,MAPE,POCID,PBE,"MASE(2020,2021,2022,2023,2024)",RRMSE
PYTORCH_5ANOS_recursive,rj,querosenedeaviacao,0.6713460078583213,49.152542372881356,20.3690870706694,"2.9357, 0.4967, 1.0399, 0.8297, 3.2495",0.327369602379511
PYTORCH_5ANOS_direct,df,oleodiesel,0.059618272420409305,74.57627118644068,-0.9718834843203007,"1.1074, 1.1621, 0.4236, 0.7051, 1.3343",0.08172785420280852
PYTORCH_5ANOS_recursive,df,etanolhidratado,0.7516662788364986,44.067796610169495,19.728620141310735,"0.3262, 1.5795, 1.6437, 1.1778, 1.1084",0.825984396101201
PYTORCH_5ANOS_direct,df,querosenedeaviacao,0.8469779029188355,64.40677966101696,-9.524053702050248,"1.7025, 1.1510, 0.7859, 0.2872, 0.8409",0.3623594903096832
PYTORCH_5ANOS_recursive,df,gasolinac,0.12082851302329085,59.32203389830509,-8.00706354892636,"0.3736, 0.9083, 0.8422, 1.1661, 1.5816",0.19293902293137752
PYTORCH_5ANOS_direct,pb,etanolhidratado,0.3887003624176097,44.067796610169495,20.378993486299272,"1.6313, 1.3716, 1.0760, 1.3974, 1.0431",0.8338521828484355
PYTORCH_5ANOS_recursive,df,glp,0.03441479001508003,72.88135593220339,-1.3693967425186515,"0.7512, 0.7498, 0.5424, 0.9957, 0.8818",0.04682953462379896
PYTORCH_5ANOS_direct,pb,gasolinac,0.09038493725314733,57.6271186440678,1.1492730764722154,"0.6458, 1.2546, 0.5271, 1.0966, 1.4005",0.19057380997395737
PYTORCH_5ANOS_recursive,df,oleodiesel,0.07207678349584949,67.79661016949153,-0.9085602017604579,"0.8145, 1.2726, 0.7062, 1.3171, 1.4405",0.1010060892915767
PYTORCH_5ANOS_direct,pb,glp,0.04016798474362012,66.10169491525424,2.512229317280368,"0.5236, 1.0435, 0.5577, 0.9133, 1.3824",0.06493742699459694
PYTORCH_5ANOS_recursive,df,querosenedeaviacao,0.7509334413085204,52.54237288135593,-0.7838960231617315,"1.3021, 0.7915, 0.8641, 0.8962, 1.5547",0.32184815174988357
PYTORCH_5ANOS_direct,pb,oleodiesel,0.0870245519315659,62.71186440677966,-3.5622136681587686,"0.7388, 1.6143, 1.1486, 0.6697, 1.1268",0.1337754407040734
PYTORCH_5ANOS_recursive,pb,etanolhidratado,0.4463226922434966,52.54237288135593,-11.502814136653743,"2.0739, 1.1759, 1.0869, 1.2970, 0.8014",0.8075814931059898
PYTORCH_5ANOS_direct,pb,querosenedeaviacao,0.8098487799138988,66.10169491525424,-21.106136589949536,"1.1734, 1.1928, 0.5327, 0.8377, 0.5851",0.6257907586460899
PYTORCH_5ANOS_recursive,pb,gasolinac,0.08521456322952986,57.6271186440678,2.124548087443209,"0.5411, 1.1398, 0.7298, 1.7636, 0.4246",0.19002751857585018
PYTORCH_5ANOS_direct,ms,etanolhidratado,0.3525768967700218,64.40677966101696,12.626574909212273,"1.6840, 0.7728, 0.7369, 2.5771, 0.9114",0.6294465092968341
PYTORCH_5ANOS_recursive,pb,glp,0.04490193247315302,64.40677966101696,1.2294821703014989,"0.7250, 1.3692, 0.6492, 1.3594, 0.7578",0.07006466348891144
PYTORCH_5ANOS_direct,ms,gasolinac,0.0796288308218378,66.10169491525424,3.1851968766021566,"0.5555, 0.5514, 1.5115, 0.8964, 0.7608",0.1823652449008654
PYTORCH_5ANOS_direct,ms,glp,0.059828458984198356,66.10169491525424,3.97964161524677,"0.7780, 1.2900, 3.4613, 1.2205, 0.9949",0.08611215544545298
PYTORCH_5ANOS_recursive,pb,oleodiesel,0.07124781643814057,71.1864406779661,-0.9655207023713648,"0.5626, 1.2013, 0.4378, 1.7034, 0.8366",0.11533058028272683
PYTORCH_5ANOS_direct,ms,oleodiesel,0.15769275461184715,77.96610169491525,15.925044717935908,"0.9272, 1.4122, 1.5159, 2.6584, 1.3560",0.3076378235801931
PYTORCH_5ANOS_recursive,pb,querosenedeaviacao,0.7954415864551788,66.10169491525424,-3.926082623120349,"1.0725, 1.0336, 0.5482, 1.0325, 1.7733",0.6509901868994871
PYTORCH_5ANOS_direct,ms,querosenedeaviacao,0.34735477678183957,50.847457627118644,-14.306250015128844,"0.7096, 1.1204, 1.3517, 1.5001, 1.0823",0.2176579445395184
PYTORCH_5ANOS_recursive,ms,etanolhidratado,0.23154428360217447,59.32203389830509,9.01005184487088,"0.4731, 0.4587, 0.6838, 1.5666, 0.9270",0.5460321810487302
PYTORCH_5ANOS_direct,sp,etanolhidratado,0.2082090330844068,40.67796610169491,7.439669087895734,"2.4252, 1.2297, 1.0838, 0.7840, 0.9483",0.42106112670088097
PYTORCH_5ANOS_recursive,ms,gasolinac,0.07402616754847548,71.1864406779661,1.1482108092253216,"0.7049, 0.5633, 1.3232, 0.7749, 0.5616",0.15503714368020882
PYTORCH_5ANOS_direct,sp,gasolinac,0.10331749998734091,69.49152542372882,2.1034559850206533,"0.7456, 0.9678, 0.8065, 0.8990, 0.4892",0.15171704472222627
PYTORCH_5ANOS_recursive,ms,glp,0.058457863019589065,64.40677966101696,1.4610318426494076,"0.8343, 2.0391, 2.2011, 0.7897, 1.3686",0.08938402754858031
PYTORCH_5ANOS_direct,sp,glp,0.03479560249824856,69.49152542372882,-0.6539853320127851,"0.6331, 0.8929, 0.7174, 0.7732, 1.4150",0.04806893396666893
PYTORCH_5ANOS_recursive,ms,oleodiesel,0.1410489160742002,61.016949152542374,13.071516194985804,"0.8100, 1.2388, 1.2060, 1.4780, 2.4678",0.2986621033357621
PYTORCH_5ANOS_direct,sp,oleodiesel,0.05905158657854867,72.88135593220339,2.9648094644100254,"0.7325, 0.9964, 0.4862, 1.5919, 1.8068",0.09821165615482734
PYTORCH_5ANOS_recursive,ms,querosenedeaviacao,0.2827035656719945,47.45762711864407,2.235272277710304,"0.4016, 1.2877, 1.0850, 1.0819, 1.5724",0.20991692046986396
PYTORCH_5ANOS_direct,sp,querosenedeaviacao,0.3567018264045142,62.71186440677966,3.6620267347568354,"9.7405, 0.5468, 0.4991, 0.4817, 0.2822",0.379147729179984
PYTORCH_5ANOS_recursive,sp,etanolhidratado,0.2275306739495208,66.10169491525424,-8.362373940436022,"0.5113, 0.8811, 1.5469, 1.5273, 1.8422",0.42186138170321624
PYTORCH_5ANOS_direct,mg,etanolhidratado,0.4127194618275494,49.152542372881356,15.47780474456612,"3.1113, 2.9630, 1.4432, 0.8503, 0.8675",1.1275228710189487
PYTORCH_5ANOS_recursive,sp,gasolinac,0.09173203516692865,71.1864406779661,0.8354423003259184,"0.3821, 0.9511, 0.8111, 0.5933, 0.4859",0.14136285329252343
PYTORCH_5ANOS_direct,mg,gasolinac,0.1101090363808999,62.71186440677966,-1.2739020946013955,"1.8991, 1.5629, 0.7357, 0.7357, 0.4372",0.15687335799559138
PYTORCH_5ANOS_recursive,sp,glp,0.0347077465065639,61.016949152542374,-0.7782068585586875,"0.8105, 1.0179, 0.7859, 0.7435, 1.0288",0.046362929762693454
PYTORCH_5ANOS_direct,mg,glp,0.06091087815529251,76.27118644067797,-1.3840842488709297,"0.7700, 1.4819, 1.2625, 0.6331, 1.0060",0.07612345680911325
PYTORCH_5ANOS_recursive,sp,oleodiesel,0.053415896425705614,67.79661016949153,1.0325007149002725,"0.7117, 1.1713, 0.8520, 1.1550, 1.0639",0.08416183648110814
PYTORCH_5ANOS_direct,mg,oleodiesel,0.08068299273805093,71.1864406779661,5.326993481600888,"0.9415, 0.9510, 1.0974, 1.8940, 2.3697",0.13346256757251085
PYTORCH_5ANOS_recursive,sp,querosenedeaviacao,0.532875294523374,57.6271186440678,-8.746042475998186,"2.0168, 0.9917, 1.0181, 0.5480, 0.4926",0.5412234779520364
PYTORCH_5ANOS_direct,mg,querosenedeaviacao,0.8158225539752786,54.23728813559322,-18.508825764124712,"2.7463, 1.1094, 0.5561, 0.5190, 0.3211",0.5053949308598107
PYTORCH_5ANOS_recursive,mg,etanolhidratado,0.23165659349419837,47.45762711864407,-10.484012809578575,"0.3642, 0.8998, 1.2002, 1.7355, 0.5506",0.5677688914479873
PYTORCH_5ANOS_direct,al,etanolhidratado,0.4092854639481848,54.23728813559322,-13.964264274030155,"0.5278, 1.1947, 0.8789, 3.4653, 0.9757",0.4842137522320632
PYTORCH_5ANOS_recursive,mg,gasolinac,0.1266985989176913,57.6271186440678,-2.7460982336103656,"2.1666, 1.0195, 0.7783, 1.0878, 0.7748",0.1944656626874474
PYTORCH_5ANOS_direct,al,gasolinac,0.08945668104052258,61.016949152542374,5.365968888059433,"0.5082, 1.0843, 0.6239, 1.2657, 1.6071",0.2073899243287439
PYTORCH_5ANOS_recursive,mg,glp,0.06519754879837368,64.40677966101696,-1.6745905683354254,"0.9727, 1.6149, 1.5794, 0.5451, 0.9610",0.08252860603978389
PYTORCH_5ANOS_direct,al,glp,0.050164865481045845,76.27118644067797,3.4513544298535503,"0.9397, 0.9741, 0.4557, 0.8783, 1.5378",0.07465560078888377
PYTORCH_5ANOS_recursive,mg,oleodiesel,0.0645608370512228,69.49152542372882,3.7189045893358994,"0.7872, 1.2760, 0.7484, 1.3607, 1.6128",0.10700328822263987
PYTORCH_5ANOS_direct,al,oleodiesel,0.08027783153550629,74.57627118644068,4.792322345831719,"0.9450, 1.1422, 1.3878, 0.6542, 1.6061",0.11074044516449853
PYTORCH_5ANOS_direct,al,querosenedeaviacao,0.9492596862278099,64.40677966101696,11.572287840396632,"1.4901, 1.1576, 0.4369, 0.8998, 0.9631",0.5012716507107176
PYTORCH_5ANOS_recursive,mg,querosenedeaviacao,0.7596181949403827,61.016949152542374,10.87751288194908,"1.0285, 0.8619, 1.2672, 1.5242, 0.1414",0.5601613606795367
PYTORCH_5ANOS_direct,se,etanolhidratado,0.5046257679437228,52.54237288135593,-6.249944270202417,"1.6341, 0.8598, 1.1116, 2.3883, 0.7297",0.5911730324616792
PYTORCH_5ANOS_recursive,al,etanolhidratado,0.3878880263310584,49.152542372881356,-15.751282539369432,"1.3161, 1.2149, 1.0595, 1.9694, 0.3164",0.4665872975205134
PYTORCH_5ANOS_direct,se,gasolinac,0.09437813505493345,71.1864406779661,-2.1403771067465294,"1.0857, 1.2542, 0.9702, 0.9655, 1.2010",0.18375365005376096
PYTORCH_5ANOS_recursive,al,gasolinac,0.07690001861290452,61.016949152542374,3.0467428615391796,"0.4352, 1.2263, 0.5589, 1.0563, 0.9669",0.178345578689002
PYTORCH_5ANOS_direct,se,glp,0.07254645608957946,62.71186440677966,3.3944708039530176,"1.1082, 0.7105, 1.1494, 1.0465, 1.4350",0.11633346183694447
PYTORCH_5ANOS_recursive,al,glp,0.05306524335566598,72.88135593220339,2.630733971568432,"0.8217, 1.1298, 0.9872, 0.7896, 1.0901",0.07653772199504405
PYTORCH_5ANOS_direct,se,oleodiesel,0.07802390089546996,66.10169491525424,3.4988005695902706,"0.9365, 1.7263, 0.6615, 1.0475, 1.0863",0.13548574604016358
PYTORCH_5ANOS_recursive,al,oleodiesel,0.08359976599590085,77.96610169491525,3.895510934269153,"0.9209, 1.3245, 1.4906, 1.0033, 0.9089",0.11817520898311773
PYTORCH_5ANOS_direct,se,querosenedeaviacao,1.159862948707777,57.6271186440678,-32.190840054241605,"1.0935, 1.3769, 1.3669, 0.4764, 0.6875",0.47454532682410644
PYTORCH_5ANOS_recursive,al,querosenedeaviacao,0.9436508709749307,66.10169491525424,-7.144792642102403,"1.0931, 1.1771, 0.4113, 0.6619, 0.6760",0.454247807822441
PYTORCH_5ANOS_direct,ac,etanolhidratado,0.31397233921884243,52.54237288135593,7.0158904547587015,"0.9672, 1.2601, 0.5881, 0.8369, 1.0111",0.40999506714087935
PYTORCH_5ANOS_recursive,se,etanolhidratado,0.46017235469899526,55.932203389830505,-15.969712458846322,"1.1785, 1.3766, 1.1087, 1.7014, 0.4260",0.5724062648920074
PYTORCH_5ANOS_direct,ac,gasolinac,0.09357614774606708,57.6271186440678,5.355018805957208,"0.7742, 1.4491, 0.6246, 1.4182, 1.6363",0.2251028121220748
PYTORCH_5ANOS_recursive,se,gasolinac,0.0706436384716876,64.40677966101696,-2.0245413786924917,"0.7051, 1.1289, 0.9274, 0.7159, 0.5044",0.14197611292981732
PYTORCH_5ANOS_direct,ac,glp,0.053761709696540864,61.016949152542374,2.778681272736487,"1.4990, 1.2787, 0.9154, 0.8775, 1.3930",0.09015683931203634
PYTORCH_5ANOS_recursive,se,glp,0.06723911032864206,64.40677966101696,2.90610511210253,"0.9479, 1.0177, 1.2848, 0.6288, 1.5980",0.10939618162791732
PYTORCH_5ANOS_direct,ac,oleodiesel,0.05861976484761708,71.1864406779661,0.6103947835252269,"1.0713, 0.7483, 0.9883, 0.9756, 1.1200",0.07309491981654172
PYTORCH_5ANOS_recursive,se,oleodiesel,0.07557130176830826,61.016949152542374,4.985708626155757,"1.2093, 1.1661, 0.6003, 1.0595, 1.2147",0.14167386357115208
PYTORCH_5ANOS_direct,ac,querosenedeaviacao,0.9559824479556076,55.932203389830505,-50.7286263274516,"1.3765, 2.1193, 1.9853, 2.1239, 1.8530",0.454602569201666
PYTORCH_5ANOS_recursive,se,querosenedeaviacao,0.9211252236363952,57.6271186440678,10.337489250002166,"1.2972, 0.7232, 1.6266, 1.3661, 0.5974",0.4515418106946617
PYTORCH_5ANOS_direct,pa,etanolhidratado,0.2700713832628247,49.152542372881356,22.369603999853606,"1.2897, 0.8937, 0.4158, 1.1487, 1.1171",0.4072877910612636
PYTORCH_5ANOS_recursive,ac,etanolhidratado,0.3312488303461651,45.76271186440678,17.479220116729437,"1.5299, 0.7925, 0.6121, 1.2363, 1.2928",0.4798627311835779
PYTORCH_5ANOS_direct,pa,gasolinac,0.10330620536283235,69.49152542372882,8.769961577845567,"0.8867, 1.5154, 1.0777, 1.5836, 1.8570",0.2520964672487462
PYTORCH_5ANOS_recursive,ac,gasolinac,0.07653796547234687,71.1864406779661,3.7355603423929544,"0.9414, 1.0198, 0.7009, 1.2304, 0.8972",0.16912427556880644
PYTORCH_5ANOS_direct,pa,glp,0.04682538888807721,81.35593220338983,3.4713545763843014,"1.2727, 0.7497, 1.5975, 0.6747, 1.8659",0.07466347424878723
PYTORCH_5ANOS_recursive,ac,glp,0.05025639558609192,76.27118644067797,3.087267057518387,"1.5534, 1.1440, 0.9577, 1.0055, 1.0129",0.08176812745908123
PYTORCH_5ANOS_direct,pa,oleodiesel,0.13783232004673882,61.016949152542374,13.725804478382397,"2.1122, 2.2846, 2.5516, 4.2583, 2.1458",0.28043889526263854
PYTORCH_5ANOS_recursive,ac,oleodiesel,0.07933327695878965,71.1864406779661,4.75022099730076,"1.3986, 0.6595, 3.2853, 1.0803, 0.9850",0.10344192137726203
PYTORCH_5ANOS_direct,pa,querosenedeaviacao,0.3686885565058009,61.016949152542374,-7.727479852060832,"2.1029, 1.2400, 0.8787, 0.4109, 0.4847",0.25954300266560654
PYTORCH_5ANOS_recursive,ac,querosenedeaviacao,0.9759485420979107,47.45762711864407,-23.929108655705715,"1.9352, 2.2374, 1.6186, 0.8227, 1.1156",0.43941670336474326
PYTORCH_5ANOS_direct,am,etanolhidratado,0.3463120798580987,42.3728813559322,31.668103871679403,"2.0287, 1.9328, 1.5196, 1.1544, 0.9749",0.9478022144701941
PYTORCH_5ANOS_recursive,pa,etanolhidratado,0.44915366519661126,50.847457627118644,39.06727614628399,"3.9456, 1.5385, 0.2690, 3.4052, 0.7152",0.5607695163946742
PYTORCH_5ANOS_direct,am,gasolinac,0.090646056834589,55.932203389830505,0.47270830704692135,"0.6837, 1.1541, 0.4884, 1.1597, 0.5115",0.17782213107262962
PYTORCH_5ANOS_direct,am,glp,0.044635795240072995,64.40677966101696,-0.4732416560006529,"1.2146, 0.7046, 1.5097, 0.7429, 0.7694",0.06613440205947216
PYTORCH_5ANOS_recursive,pa,gasolinac,0.08090587928896448,69.49152542372882,3.8902859665660947,"0.9365, 1.4075, 0.6080, 0.9272, 1.4177",0.2004606071362604
PYTORCH_5ANOS_direct,am,oleodiesel,0.19314915094600246,69.49152542372882,15.033101229024068,"0.9253, 0.4464, 1.5518, 1.5658, 0.6624",0.2939376023114548
PYTORCH_5ANOS_recursive,pa,glp,0.04796569586590442,69.49152542372882,3.7156840774608466,"1.1290, 0.7582, 2.2735, 1.1519, 1.1734",0.07376244288319964
PYTORCH_5ANOS_direct,am,querosenedeaviacao,0.3041146298208855,67.79661016949153,-16.463421562511073,"3.9961, 1.3396, 0.5820, 0.7617, 0.2864",0.21294476022480513
PYTORCH_5ANOS_recursive,pa,oleodiesel,0.07672516122993489,64.40677966101696,6.966444116558828,"2.1514, 1.2958, 0.9312, 1.0148, 2.0344",0.175781767176881
PYTORCH_5ANOS_direct,go,etanolhidratado,0.27301081563840107,45.76271186440678,12.156981305698286,"3.6162, 2.7858, 1.1331, 2.2294, 0.8475",0.778087896639805
PYTORCH_5ANOS_recursive,pa,querosenedeaviacao,0.35857660154151233,62.71186440677966,-6.204495570850174,"0.9719, 1.0227, 0.9958, 0.4606, 0.7208",0.26739405425874
PYTORCH_5ANOS_direct,go,gasolinac,0.1403529919684195,64.40677966101696,-3.41813800673074,"2.5182, 2.2249, 0.7472, 0.8896, 0.5053",0.2065215042167882
PYTORCH_5ANOS_recursive,am,etanolhidratado,0.26098671328339923,50.847457627118644,17.851127394313025,"1.8556, 0.7839, 0.8456, 0.8499, 1.0130",0.755355765954641
PYTORCH_5ANOS_direct,go,glp,0.05704552383864482,59.32203389830509,3.69282853223762,"1.0530, 2.1370, 2.6729, 1.3618, 0.9947",0.08614703148864748
PYTORCH_5ANOS_recursive,am,gasolinac,0.09193329933497418,57.6271186440678,1.2766993089898544,"1.1618, 1.1097, 0.4327, 1.1553, 0.5289",0.17609997996084098
PYTORCH_5ANOS_direct,go,oleodiesel,0.11069738653899365,89.83050847457628,10.272248711447139,"0.7353, 0.9194, 1.0875, 4.4343, 2.9634",0.22344380089426324
PYTORCH_5ANOS_recursive,am,glp,0.045249342833324345,59.32203389830509,2.4490895839109226,"1.1757, 0.9403, 1.0400, 0.8139, 0.8968",0.0706577280410023
PYTORCH_5ANOS_direct,go,querosenedeaviacao,0.34430534550079855,50.847457627118644,-5.302918786517662,"1.1953, 1.0121, 0.5943, 0.7452, 0.3467",0.3761267799618724
PYTORCH_5ANOS_recursive,am,oleodiesel,0.17766078598384277,59.32203389830509,3.1368370458839667,"0.9817, 0.5629, 0.8760, 1.8232, 0.7542",0.2401399428055317
PYTORCH_5ANOS_direct,ce,etanolhidratado,0.24452958694164117,37.28813559322034,7.3219985115742405,"0.7071, 0.9847, 0.5078, 1.5287, 1.0723",0.379525736508896
PYTORCH_5ANOS_recursive,am,querosenedeaviacao,0.33380093424058777,66.10169491525424,1.648614658932511,"1.0703, 1.1552, 1.5698, 0.8917, 0.8878",0.2500193079683784
PYTORCH_5ANOS_direct,ce,gasolinac,0.09974286561428758,50.847457627118644,3.462609477576027,"1.0205, 1.2777, 0.6579, 0.9559, 1.8677",0.22440481793489517
PYTORCH_5ANOS_recursive,go,etanolhidratado,0.19513158926562665,55.932203389830505,-0.9408859939600439,"0.6862, 1.0389, 1.1915, 5.8361, 0.5151",0.5178535270041219
PYTORCH_5ANOS_direct,ce,glp,0.038751697863898406,69.49152542372882,0.7395989477058821,"1.3227, 1.2590, 0.7896, 1.1618, 1.4040",0.06267708270004836
PYTORCH_5ANOS_recursive,go,gasolinac,0.11550959929984399,59.32203389830509,-4.9990893657139335,"2.5568, 1.4125, 0.6515, 0.7308, 0.4193",0.17929528559665991
PYTORCH_5ANOS_direct,ce,oleodiesel,0.06996345278768781,66.10169491525424,1.4573549729374946,"0.9265, 1.1217, 0.4410, 1.9392, 0.9390",0.12167989564011505
PYTORCH_5ANOS_recursive,go,glp,0.05244558604859825,66.10169491525424,2.318881352046253,"1.1739, 1.9266, 1.9759, 1.0522, 1.2477",0.07930293400039401
PYTORCH_5ANOS_direct,ce,querosenedeaviacao,0.8107097327878533,71.1864406779661,-1.5362219567440296,"1.4895, 1.3057, 1.4177, 0.4476, 0.8355",0.5700963362834474
PYTORCH_5ANOS_recursive,go,oleodiesel,0.08533211188264388,83.05084745762711,6.232658023143445,"1.1062, 0.6749, 1.6009, 1.6892, 1.4488",0.17275689111076645
PYTORCH_5ANOS_recursive,go,querosenedeaviacao,0.35348810450082646,40.67796610169491,-0.3036148075469407,"1.3410, 0.8747, 0.6927, 1.0748, 0.4178",0.4089704654843809
PYTORCH_5ANOS_recursive,ce,etanolhidratado,0.39100518252316196,49.152542372881356,15.131303156098271,"2.2721, 1.6704, 1.3430, 2.3526, 0.9114",0.5162563587102496
PYTORCH_5ANOS_recursive,ce,gasolinac,0.08196660047471552,67.79661016949153,1.2984029081462345,"1.0679, 1.2661, 0.7046, 0.8078, 0.6072",0.18366210492008384
PYTORCH_5ANOS_recursive,ce,glp,0.03822130679972214,71.1864406779661,-0.05049347709354707,"1.2317, 1.2775, 0.8282, 1.3036, 1.0882",0.06500858848577284
PYTORCH_5ANOS_recursive,ce,oleodiesel,0.061768924278373855,81.35593220338983,-0.028452846021924973,"0.9482, 1.0527, 0.3706, 1.0896, 1.0293",0.1099166701006806
PYTORCH_5ANOS_recursive,ce,querosenedeaviacao,0.7780102108795235,69.49152542372882,-8.353614658635841,"1.2944, 1.0732, 1.3742, 0.2552, 3.3224",0.5419845638627542
