PRODUCT,STATE,TYPE_PREDICTIONS,PREDICTIONS,RMSE,PBE,POCID,MAPE
etanolhidratado,ac,LagLlama,"[438.39739990234375, 476.9895935058594, 547.4361572265625, 568.0856323242188, 553.4027099609375, 528.75390625, 546.1986083984375, 517.4769287109375, 514.4597778320312, 513.0444946289062, 434.73419189453125, 417.8636779785156]",461.9476761317313,43.39032351709059,36.36363636363637,0.3847634857700684
etanolhidratado,al,LagLlama,"[5349.216796875, 4775.5927734375, 6290.29931640625, 7079.55078125, 5723.3310546875, 4744.9384765625, 3946.015625, 3739.688720703125, 3726.297607421875, 4883.56396484375, 3602.34912109375, 4042.80224609375]",2092.0757979888217,16.439315126108873,45.45454545454545,0.3226100133982117
etanolhidratado,am,LagLlama,"[8947.634765625, 8601.2646484375, 10370.58984375, 10647.263671875, 8484.228515625, 7999.8623046875, 8928.142578125, 8245.5087890625, 6641.01318359375, 6735.68994140625, 6692.1953125, 7542.59765625]",6682.722007387762,43.4650321906704,45.45454545454545,0.4293602411780571
etanolhidratado,ap,LagLlama,"[35.625823974609375, 30.194210052490234, 45.539424896240234, 42.922122955322266, 42.390289306640625, 43.84117889404297, 34.248634338378906, 47.39553451538086, 38.18345642089844, 39.65473175048828, 46.48671340942383, 42.60987091064453]",17.93002432400401,10.136003251296158,90.9090909090909,0.3352938570451511
etanolhidratado,ba,LagLlama,"[35364.921875, 42235.3046875, 46360.6796875, 48842.53125, 45884.32421875, 43994.859375, 39650.03515625, 34821.08203125, 29899.86328125, 34664.4296875, 36396.8515625, 35636.8203125]",14537.914853284065,8.323641032274995,45.45454545454545,0.2968984010635994
etanolhidratado,ce,LagLlama,"[12050.5859375, 11257.9013671875, 11524.306640625, 11577.67578125, 10479.806640625, 10024.595703125, 9375.376953125, 9104.3251953125, 7782.1748046875, 9797.9951171875, 9892.1884765625, 9032.388671875]",5831.060215989262,27.794883818440987,63.63636363636363,0.282879297999077
etanolhidratado,df,LagLlama,"[6960.03271484375, 5810.0830078125, 5355.61328125, 5631.56884765625, 5012.88525390625, 5047.2646484375, 5793.181640625, 5895.1689453125, 4770.38330078125, 5870.978515625, 4881.57470703125, 4791.48583984375]",15970.168933747023,71.91750861815362,72.72727272727273,0.6666294580451296
etanolhidratado,es,LagLlama,"[3937.275390625, 3204.478515625, 3734.25732421875, 4680.6767578125, 3778.68310546875, 3421.905029296875, 3447.456298828125, 3816.84912109375, 3264.165771484375, 3019.377685546875, 3186.939697265625, 3047.6474609375]",6065.274197566729,52.67793405390422,45.45454545454545,0.4069976633386578
etanolhidratado,go,LagLlama,"[107253.6484375, 111973.140625, 122744.8515625, 136411.359375, 140734.828125, 147587.875, 150638.15625, 149313.28125, 136584.25, 144564.53125, 128579.109375, 127175.625]",20980.901985661,-10.365932723557648,63.63636363636363,0.1528041936806166
etanolhidratado,ma,LagLlama,"[2554.88623046875, 2466.046630859375, 2529.82666015625, 2509.042724609375, 2292.40966796875, 2025.306640625, 1847.382568359375, 1936.16015625, 2046.351806640625, 2108.669189453125, 1900.276123046875, 1795.1861572265625]",2218.2969669580857,45.63051758290757,36.36363636363637,0.4004938546616254
etanolhidratado,mg,LagLlama,"[155258.15625, 174312.03125, 189514.796875, 207445.4375, 229014.0, 233911.90625, 243466.171875, 258817.5, 237550.421875, 261834.96875, 234103.921875, 244513.078125]",55864.60728334834,-29.651562862272527,72.72727272727273,0.3296167954359816
etanolhidratado,ms,LagLlama,"[13574.4423828125, 13402.3251953125, 11816.1669921875, 11278.076171875, 10877.0107421875, 10764.919921875, 11104.3486328125, 11238.9765625, 11077.4794921875, 12937.115234375, 10231.8408203125, 9884.404296875]",11496.739797488504,41.51588364548476,72.72727272727273,0.3555176185585236
etanolhidratado,mt,LagLlama,"[78200.9453125, 73898.3125, 78153.078125, 73983.7890625, 81633.5, 85803.71875, 84667.375, 84050.921875, 80283.8671875, 91023.4375, 80577.8671875, 75050.03125]",7204.72294860881,2.063214778088581,81.81818181818181,0.0733519209534104
etanolhidratado,pa,LagLlama,"[3204.41162109375, 3081.654052734375, 3689.50390625, 3545.576904296875, 3877.606689453125, 3133.676513671875, 2966.150390625, 2473.70361328125, 2382.8447265625, 2959.504638671875, 2779.115478515625, 2683.66845703125]",3084.293127750264,39.100521082821245,36.36363636363637,0.3666799921900808
etanolhidratado,pb,LagLlama,"[10304.3544921875, 12664.48828125, 11992.7841796875, 9506.849609375, 7584.90478515625, 6188.5751953125, 6383.65771484375, 10551.634765625, 12078.1474609375, 14794.826171875, 13553.310546875, 9483.802734375]",3606.77499363312,12.867858721484794,54.54545454545455,0.2321196502944856
etanolhidratado,pe,LagLlama,"[16496.09765625, 18667.796875, 20531.0390625, 19291.89453125, 16041.9404296875, 16538.203125, 18927.21484375, 19468.44140625, 17232.6796875, 16861.6953125, 17197.53125, 18277.833984375]",5405.406030966274,10.902490205225815,45.45454545454545,0.1985770079925359
etanolhidratado,pi,LagLlama,"[4100.5390625, 4032.182373046875, 5008.90625, 5756.64111328125, 5560.0830078125, 5407.3974609375, 5126.6572265625, 5107.4970703125, 4947.7236328125, 4601.91259765625, 3999.994140625, 3441.583984375]",1489.1126311291362,11.229410617864984,36.36363636363637,0.2187934160776245
etanolhidratado,pr,LagLlama,"[76909.359375, 95667.703125, 108321.078125, 117622.9140625, 119834.078125, 122778.375, 123969.375, 126035.890625, 119417.859375, 145321.0, 125331.9375, 129105.390625]",36106.35535929528,-38.21210677480239,54.54545454545455,0.4385602941926613
